Shape_circ, Shape_eccent, Shape_e1, Shape_e2, Shape_corn
5.820427495990709410e+00,1.478976281807494519e+00,7.581362422831256254e+01,1.121265520715402886e+02,2.800000000000000000e+01
7.113528563655832748e+00,1.246507007902007524e+00,1.341784256728570028e+02,1.672543479104749053e+02,3.500000000000000000e+01
7.113528563655832748e+00,1.246507007902003084e+00,1.672543479104745074e+02,1.341784256728571734e+02,3.500000000000000000e+01
7.113528563655832748e+00,1.246507007902002417e+00,1.341784256728573155e+02,1.672543479104745927e+02,3.500000000000000000e+01
7.113528563655832748e+00,1.246507007902002417e+00,1.672543479104744790e+02,1.341784256728572302e+02,3.500000000000000000e+01
6.329292229625519184e+00,1.224805343689115755e+00,1.266899286234138913e+02,1.034367863237954310e+02,2.100000000000000000e+01
6.329292229625519184e+00,1.224805343689114645e+00,1.034367863237956158e+02,1.266899286234139907e+02,2.100000000000000000e+01
6.329292229625519184e+00,1.224805343689118198e+00,1.266899286234139481e+02,1.034367863237952747e+02,2.100000000000000000e+01
6.329292229625519184e+00,1.224805343689120196e+00,1.034367863237950331e+02,1.266899286234138629e+02,2.100000000000000000e+01
6.965790830108320009e+00,1.292703769983883699e+00,1.760264334548201930e+02,1.361691963325942254e+02,2.700000000000000000e+01
6.965790830108320009e+00,1.292703769983881479e+00,1.361691963325942538e+02,1.760264334548199372e+02,2.700000000000000000e+01
6.965790830108320009e+00,1.292703769983882145e+00,1.760264334548199372e+02,1.361691963325941970e+02,2.700000000000000000e+01
6.965790830108320009e+00,1.292703769983882811e+00,1.361691963325941686e+02,1.760264334548199940e+02,2.700000000000000000e+01
6.451041351427007520e+00,1.329904744674407668e+00,1.579843873301460917e+02,1.187937617057110486e+02,1.800000000000000000e+01
6.451041351427007520e+00,1.329904744674411221e+00,1.187937617057109634e+02,1.579843873301464043e+02,1.800000000000000000e+01
6.451041351427007520e+00,1.329904744674410777e+00,1.579843873301464612e+02,1.187937617057110629e+02,1.800000000000000000e+01
6.451041351427007520e+00,1.329904744674410333e+00,1.187937617057110202e+02,1.579843873301463475e+02,1.800000000000000000e+01
6.576650540987410309e+00,1.534473573173676497e+00,1.328259877367283082e+02,8.656127421081018269e+01,2.000000000000000000e+01
6.576650540987410309e+00,1.534473573173676719e+00,8.656127421081019691e+01,1.328259877367283366e+02,2.000000000000000000e+01
6.576650540987410309e+00,1.534473573173676719e+00,1.328259877367283366e+02,8.656127421081018269e+01,2.000000000000000000e+01
6.576650540987410309e+00,1.534473573173676053e+00,8.656127421081025375e+01,1.328259877367283934e+02,2.000000000000000000e+01
5.582011960383223226e+00,2.005260044980043510e+00,6.437391936226148914e+01,1.290864484359101709e+02,1.300000000000000000e+01
5.582011960383223226e+00,2.005260044980043066e+00,1.290864484359101994e+02,6.437391936226151756e+01,1.300000000000000000e+01
5.582011960383223226e+00,2.005260044980043066e+00,6.437391936226154598e+01,1.290864484359102562e+02,1.300000000000000000e+01
5.582011960383223226e+00,2.005260044980042622e+00,1.290864484359101425e+02,6.437391936226150335e+01,1.300000000000000000e+01
6.457983102788468877e+00,1.213602924896169721e+00,1.257685046751213633e+02,1.036323348395699924e+02,2.400000000000000000e+01
6.457983102788468877e+00,1.213602924896173274e+00,1.036323348395698787e+02,1.257685046751216049e+02,2.400000000000000000e+01
6.457983102788468877e+00,1.213602924896173052e+00,1.257685046751216618e+02,1.036323348395699497e+02,2.400000000000000000e+01
6.457983102788468877e+00,1.213602924896171054e+00,1.036323348395699924e+02,1.257685046751215197e+02,2.400000000000000000e+01
6.862784681049416413e+00,1.821432908399746253e+00,2.428366117048305171e+02,1.333217438781092028e+02,2.600000000000000000e+01
6.862784681049416413e+00,1.821432908399746919e+00,1.333217438781090891e+02,2.428366117048304034e+02,2.600000000000000000e+01
6.862784681049416413e+00,1.821432908399746475e+00,2.428366117048305455e+02,1.333217438781092028e+02,2.600000000000000000e+01
6.862784681049416413e+00,1.821432908399743367e+00,1.333217438781093733e+02,2.428366117048304318e+02,2.600000000000000000e+01
5.475112979077397135e+00,2.088428642158735915e+00,5.743546940953969226e+01,1.199498793907145995e+02,2.800000000000000000e+01
5.475112979077397135e+00,2.088428642158739024e+00,1.199498793907146421e+02,5.743546940953963542e+01,2.800000000000000000e+01
5.475112979077397135e+00,2.088428642158738135e+00,5.743546940953963542e+01,1.199498793907145995e+02,2.800000000000000000e+01
5.475112979077397135e+00,2.088428642158736803e+00,1.199498793907145426e+02,5.743546940953964253e+01,2.800000000000000000e+01
6.499061169984860165e+00,1.171980399049929567e+00,1.466129032703281609e+02,1.250984260395314465e+02,1.700000000000000000e+01
6.499061169984860165e+00,1.171980399049930011e+00,1.250984260395313754e+02,1.466129032703281325e+02,1.700000000000000000e+01
6.499061169984860165e+00,1.171980399049929789e+00,1.466129032703281609e+02,1.250984260395314180e+02,1.700000000000000000e+01
6.499061169984860165e+00,1.171980399049929122e+00,1.250984260395315459e+02,1.466129032703282178e+02,1.700000000000000000e+01
5.096681101586075791e+00,1.945969499485662224e+00,9.228072595444862714e+01,4.742146574180082297e+01,1.400000000000000000e+01
5.096681101586075791e+00,1.945969499485664667e+00,4.742146574180076612e+01,9.228072595444862714e+01,1.400000000000000000e+01
5.096681101586075791e+00,1.945969499485663778e+00,9.228072595444862714e+01,4.742146574180078744e+01,1.400000000000000000e+01
5.096681101586075791e+00,1.945969499485664000e+00,4.742146574180078744e+01,9.228072595444862714e+01,1.400000000000000000e+01
5.073277728988427882e+00,1.904269423023721819e+00,9.657789444940240742e+01,5.071650748666110076e+01,2.500000000000000000e+01
5.073277728988427882e+00,1.904269423023721375e+00,5.071650748666115049e+01,9.657789444940247847e+01,2.500000000000000000e+01
5.073277728988427882e+00,1.904269423023721375e+00,9.657789444940245005e+01,5.071650748666113628e+01,2.500000000000000000e+01
5.073277728988427882e+00,1.904269423023722485e+00,5.071650748666108655e+01,9.657789444940240742e+01,2.500000000000000000e+01
7.154916308653383794e+00,1.247919286315518406e+00,1.429842390336038420e+02,1.784327895291823722e+02,2.700000000000000000e+01
7.154916308653383794e+00,1.247919286315516185e+00,1.784327895291820312e+02,1.429842390336038136e+02,2.700000000000000000e+01
7.154916308653383794e+00,1.247919286315517740e+00,1.429842390336038989e+02,1.784327895291823438e+02,2.700000000000000000e+01
7.154916308653383794e+00,1.247919286315517962e+00,1.784327895291824007e+02,1.429842390336038989e+02,2.700000000000000000e+01
6.874760233811605836e+00,1.473386758734465340e+00,1.766821512723898309e+02,1.199156638438553983e+02,2.200000000000000000e+01
6.874760233811605836e+00,1.473386758734463120e+00,1.199156638438554552e+02,1.766821512723896603e+02,2.200000000000000000e+01
6.874760233811605836e+00,1.473386758734462676e+00,1.766821512723895466e+02,1.199156638438554268e+02,2.200000000000000000e+01
6.874760233811605836e+00,1.473386758734462898e+00,1.199156638438555262e+02,1.766821512723897172e+02,2.200000000000000000e+01
6.818687469574002513e+00,1.244734364648986569e+00,1.702719976339094217e+02,1.367938433048129809e+02,3.400000000000000000e+01
6.818687469574002513e+00,1.244734364648987013e+00,1.367938433048128672e+02,1.702719976339093080e+02,3.400000000000000000e+01
6.818687469574002513e+00,1.244734364648986791e+00,1.702719976339093932e+02,1.367938433048129525e+02,3.400000000000000000e+01
6.818687469574002513e+00,1.244734364648986125e+00,1.367938433048129809e+02,1.702719976339093648e+02,3.400000000000000000e+01
6.081394141300842549e+00,2.407444304477348584e+00,1.765515536796377773e+02,7.333567524336426402e+01,1.700000000000000000e+01
6.081394141300842549e+00,2.407444304477346808e+00,7.333567524336426402e+01,1.765515536796376637e+02,1.700000000000000000e+01
6.081394141300842549e+00,2.407444304477347696e+00,1.765515536796377205e+02,7.333567524336426402e+01,1.700000000000000000e+01
6.081394141300842549e+00,2.407444304477348584e+00,7.333567524336422139e+01,1.765515536796376921e+02,1.700000000000000000e+01
7.215150400279486398e+00,1.022825871198837167e+00,1.525669869934238818e+02,1.560494613877304175e+02,3.000000000000000000e+01
7.215150400279486398e+00,1.022825871198836278e+00,1.560494613877301902e+02,1.525669869934237681e+02,3.000000000000000000e+01
7.215150400279486398e+00,1.022825871198837833e+00,1.525669869934237397e+02,1.560494613877303891e+02,3.000000000000000000e+01
7.215150400279486398e+00,1.022825871198837833e+00,1.560494613877305028e+02,1.525669869934238534e+02,3.000000000000000000e+01
7.486653945698399149e+00,1.710976956088099188e+00,1.825482284907531891e+02,1.066923945651046353e+02,3.000000000000000000e+01
7.486653945698399149e+00,1.710976956088099188e+00,1.066923945651045926e+02,1.825482284907531039e+02,3.000000000000000000e+01
7.486653945698399149e+00,1.710976956088098744e+00,1.825482284907531323e+02,1.066923945651046353e+02,3.000000000000000000e+01
7.486653945698399149e+00,1.710976956088099854e+00,1.066923945651044789e+02,1.825482284907529902e+02,3.000000000000000000e+01
6.024088967496973090e+00,1.456472387333781482e+00,1.283160333998507099e+02,8.810056030979485797e+01,1.700000000000000000e+01
6.024088967496973090e+00,1.456472387333780816e+00,8.810056030979492903e+01,1.283160333998507667e+02,1.700000000000000000e+01
6.024088967496973090e+00,1.456472387333782148e+00,1.283160333998507099e+02,8.810056030979481534e+01,1.700000000000000000e+01
6.024088967496973090e+00,1.456472387333779928e+00,8.810056030979498587e+01,1.283160333998507667e+02,1.700000000000000000e+01
6.701890263964831007e+00,1.429590897239186420e+00,1.496477706611205178e+02,1.046787377774431747e+02,2.000000000000000000e+01
6.701890263964831007e+00,1.429590897239187752e+00,1.046787377774432031e+02,1.496477706611206884e+02,2.000000000000000000e+01
6.701890263964831007e+00,1.429590897239190195e+00,1.496477706611208021e+02,1.046787377774431036e+02,2.000000000000000000e+01
6.701890263964831007e+00,1.429590897239191527e+00,1.046787377774429331e+02,1.496477706611206884e+02,2.000000000000000000e+01
5.517139187006139700e+00,2.996568169099620427e+00,1.951280476278792548e+02,6.511717291801488727e+01,1.300000000000000000e+01
5.517139187006139700e+00,2.996568169099622203e+00,6.511717291801488727e+01,1.951280476278793685e+02,1.300000000000000000e+01
5.517139187006139700e+00,2.996568169099620427e+00,1.951280476278792548e+02,6.511717291801488727e+01,1.300000000000000000e+01
5.517139187006139700e+00,2.996568169099616874e+00,6.511717291801497254e+01,1.951280476278792833e+02,1.300000000000000000e+01
6.913904120014403354e+00,1.391822629124530364e+00,1.618753330705959570e+02,1.163045704842556489e+02,3.600000000000000000e+01
6.913904120014403354e+00,1.391822629124529920e+00,1.163045704842555779e+02,1.618753330705957865e+02,3.600000000000000000e+01
6.913904120014403354e+00,1.391822629124530364e+00,1.618753330705958717e+02,1.163045704842555921e+02,3.600000000000000000e+01
6.913904120014403354e+00,1.391822629124529476e+00,1.163045704842556489e+02,1.618753330705958433e+02,3.600000000000000000e+01
5.219251170220049474e+00,1.529945047593038288e+00,1.163248355740764310e+02,7.603203510941953880e+01,2.600000000000000000e+01
5.219251170220049474e+00,1.529945047593038732e+00,7.603203510941951038e+01,1.163248355740764310e+02,2.600000000000000000e+01
5.219251170220049474e+00,1.529945047593038732e+00,1.163248355740764737e+02,7.603203510941953880e+01,2.600000000000000000e+01
5.219251170220049474e+00,1.529945047593039620e+00,7.603203510941949617e+01,1.163248355740764595e+02,2.600000000000000000e+01
5.614062266806050694e+00,1.470179239453156761e+00,6.309437336422681852e+01,9.276003784639249261e+01,2.200000000000000000e+01
5.614062266806050694e+00,1.470179239453156539e+00,9.276003784639252103e+01,6.309437336422684695e+01,2.200000000000000000e+01
5.614062266806050694e+00,1.470179239453156539e+00,6.309437336422681142e+01,9.276003784639247840e+01,2.200000000000000000e+01
5.614062266806050694e+00,1.470179239453156317e+00,9.276003784639249261e+01,6.309437336422683273e+01,2.200000000000000000e+01
8.712222169631663959e+00,2.807342228944044837e+00,3.937018486667501520e+02,1.402400621511818315e+02,3.300000000000000000e+01
8.712222169631663959e+00,2.807342228944046170e+00,1.402400621511817178e+02,3.937018486667500383e+02,3.300000000000000000e+01
8.712222169631663959e+00,2.807342228944046170e+00,3.937018486667501520e+02,1.402400621511817462e+02,3.300000000000000000e+01
8.712222169631663959e+00,2.807342228944047502e+00,1.402400621511815757e+02,3.937018486667498678e+02,3.300000000000000000e+01
7.115949523563786627e+00,2.218024451124998464e+00,1.574487327329151753e+02,7.098602211218005209e+01,1.600000000000000000e+01
7.115949523563786627e+00,2.218024451125000240e+00,7.098602211218000946e+01,1.574487327329152038e+02,1.600000000000000000e+01
7.115949523563786627e+00,2.218024451124999796e+00,1.574487327329152890e+02,7.098602211218006630e+01,1.600000000000000000e+01
7.115949523563786627e+00,2.218024451125000240e+00,7.098602211218002367e+01,1.574487327329152322e+02,1.600000000000000000e+01
8.585080739034783193e+00,4.266134039928871857e+00,3.456382877781305183e+02,8.101908766652189797e+01,3.000000000000000000e+01
8.585080739034783193e+00,4.266134039928871857e+00,8.101908766652192639e+01,3.456382877781306320e+02,3.000000000000000000e+01
8.585080739034783193e+00,4.266134039928872745e+00,3.456382877781306888e+02,8.101908766652192639e+01,3.000000000000000000e+01
8.585080739034783193e+00,4.266134039928866528e+00,8.101908766652204008e+01,3.456382877781306888e+02,3.000000000000000000e+01
1.022459985099391488e+01,2.695399257646090785e+00,5.550560626910645396e+02,2.059272150930984822e+02,3.000000000000000000e+01
1.022459985099391488e+01,2.695399257646089008e+00,2.059272150930985674e+02,5.550560626910644260e+02,3.000000000000000000e+01
1.022459985099391488e+01,2.695399257646089453e+00,5.550560626910644260e+02,2.059272150930985390e+02,3.000000000000000000e+01
1.022459985099391488e+01,2.695399257646089897e+00,2.059272150930985106e+02,5.550560626910644260e+02,3.000000000000000000e+01
6.775967690278928757e+00,1.857154709277605509e+00,1.559314273956761099e+02,8.396254044787156090e+01,2.600000000000000000e+01
6.775967690278928757e+00,1.857154709277611504e+00,8.396254044787133353e+01,1.559314273956761951e+02,2.600000000000000000e+01
6.775967690278928757e+00,1.857154709277608173e+00,1.559314273956761383e+02,8.396254044787146142e+01,2.600000000000000000e+01
6.775967690278928757e+00,1.857154709277607285e+00,8.396254044787147564e+01,1.559314273956761099e+02,2.600000000000000000e+01
9.651963893363156188e+00,1.766141779925212818e+00,3.787211473756066198e+02,2.144341703935249939e+02,3.000000000000000000e+01
9.651963893363156188e+00,1.766141779925211264e+00,2.144341703935247665e+02,3.787211473756058808e+02,3.000000000000000000e+01
9.651963893363156188e+00,1.766141779925210153e+00,3.787211473756059377e+02,2.144341703935249370e+02,3.000000000000000000e+01
9.651963893363156188e+00,1.766141779925213040e+00,2.144341703935246528e+02,3.787211473756060514e+02,3.000000000000000000e+01
9.023371116514541157e+00,1.410330706774173493e+00,1.601912259759483277e+02,2.259226049496805615e+02,4.700000000000000000e+01
9.023371116514541157e+00,1.410330706774174159e+00,2.259226049496806468e+02,1.601912259759483277e+02,4.700000000000000000e+01
9.023371116514541157e+00,1.410330706774172604e+00,1.601912259759483845e+02,2.259226049496805047e+02,4.700000000000000000e+01
9.023371116514541157e+00,1.410330706774173715e+00,2.259226049496803626e+02,1.601912259759481856e+02,4.700000000000000000e+01
8.852966268979249875e+00,2.422104141740521577e+00,4.197464393508100216e+02,1.732982624971611187e+02,3.100000000000000000e+01
8.852966268979249875e+00,2.422104141740522465e+00,1.732982624971609482e+02,4.197464393508097942e+02,3.100000000000000000e+01
8.852966268979249875e+00,2.422104141740519356e+00,4.197464393508092826e+02,1.732982624971609482e+02,3.100000000000000000e+01
8.852966268979249875e+00,2.422104141740524241e+00,1.732982624971610335e+02,4.197464393508103058e+02,3.100000000000000000e+01
9.978604627395249338e+00,1.718049659245479255e+00,3.087595106483820473e+02,1.797151258037447121e+02,2.800000000000000000e+01
9.978604627395249338e+00,1.718049659245478811e+00,1.797151258037447406e+02,3.087595106483820473e+02,2.800000000000000000e+01
9.978604627395249338e+00,1.718049659245479921e+00,3.087595106483819336e+02,1.797151258037445700e+02,2.800000000000000000e+01
9.978604627395249338e+00,1.718049659245481253e+00,1.797151258037443426e+02,3.087595106483817631e+02,2.800000000000000000e+01
8.131850352010211225e+00,3.126375848987009931e+00,3.519276251226571048e+02,1.125672798543037061e+02,2.000000000000000000e+01
8.131850352010211225e+00,3.126375848987015260e+00,1.125672798543034787e+02,3.519276251226569343e+02,2.000000000000000000e+01
8.131850352010211225e+00,3.126375848987011707e+00,3.519276251226571048e+02,1.125672798543036492e+02,2.000000000000000000e+01
8.131850352010211225e+00,3.126375848987005490e+00,1.125672798543038766e+02,3.519276251226571048e+02,2.000000000000000000e+01
8.316761269587015448e+00,1.990453197745383207e+00,2.372708405896991906e+02,1.192044308594944653e+02,3.400000000000000000e+01
8.316761269587015448e+00,1.990453197745382097e+00,1.192044308594944795e+02,2.372708405896991053e+02,3.400000000000000000e+01
8.316761269587015448e+00,1.990453197745382763e+00,2.372708405896990200e+02,1.192044308594944084e+02,3.400000000000000000e+01
8.316761269587015448e+00,1.990453197745381209e+00,1.192044308594945505e+02,2.372708405896991337e+02,3.400000000000000000e+01
9.078556612988396779e+00,2.064378066441608262e+00,2.882566691830493255e+02,1.396336620064563192e+02,2.300000000000000000e+01
9.078556612988396779e+00,2.064378066441608706e+00,1.396336620064562339e+02,2.882566691830492687e+02,2.300000000000000000e+01
9.078556612988396779e+00,2.064378066441607373e+00,2.882566691830494960e+02,1.396336620064564329e+02,2.300000000000000000e+01
9.078556612988396779e+00,2.064378066441605597e+00,1.396336620064565182e+02,2.882566691830493824e+02,2.300000000000000000e+01
8.337017243660403309e+00,1.859255647754147978e+00,2.946825978500626206e+02,1.584949322090368753e+02,2.400000000000000000e+01
8.337017243660403309e+00,1.859255647754144647e+00,1.584949322090369890e+02,2.946825978500623364e+02,2.400000000000000000e+01
8.337017243660403309e+00,1.859255647754144647e+00,2.946825978500621090e+02,1.584949322090368753e+02,2.400000000000000000e+01
8.337017243660403309e+00,1.859255647754150420e+00,1.584949322090365342e+02,2.946825978500623933e+02,2.400000000000000000e+01
9.359305372197770367e+00,5.855171353056250361e+00,5.407588290393382522e+02,9.235576491831889712e+01,3.500000000000000000e+01
9.359305372197770367e+00,5.855171353056253025e+00,9.235576491831886869e+01,5.407588290393382522e+02,3.500000000000000000e+01
9.359305372197770367e+00,5.855171353056246808e+00,5.407588290393382522e+02,9.235576491831895396e+01,3.500000000000000000e+01
9.359305372197770367e+00,5.855171353056253025e+00,9.235576491831886869e+01,5.407588290393382522e+02,3.500000000000000000e+01
9.499589498214730199e+00,1.736522543195341717e+00,3.367988918296545080e+02,1.939501984292800216e+02,3.500000000000000000e+01
9.499589498214730199e+00,1.736522543195341717e+00,1.939501984292800216e+02,3.367988918296545080e+02,3.500000000000000000e+01
9.499589498214730199e+00,1.736522543195342161e+00,3.367988918296543943e+02,1.939501984292799079e+02,3.500000000000000000e+01
9.499589498214730199e+00,1.736522543195343049e+00,1.939501984292797374e+02,3.367988918296542806e+02,3.500000000000000000e+01
8.123227109288281511e+00,1.563070980399404064e+00,2.290872201215780137e+02,1.465622630029510560e+02,2.800000000000000000e+01
8.123227109288281511e+00,1.563070980399404508e+00,1.465622630029511981e+02,2.290872201215782979e+02,2.800000000000000000e+01
8.123227109288281511e+00,1.563070980399404730e+00,2.290872201215782411e+02,1.465622630029511413e+02,2.800000000000000000e+01
8.123227109288281511e+00,1.563070980399405174e+00,1.465622630029511129e+02,2.290872201215782411e+02,2.800000000000000000e+01
7.558366786141840876e+00,1.706395911952705458e+00,1.209807109474767941e+02,2.064409905859063201e+02,3.600000000000000000e+01
7.558366786141840876e+00,1.706395911952704791e+00,2.064409905859063485e+02,1.209807109474768652e+02,3.600000000000000000e+01
7.558366786141840876e+00,1.706395911952704791e+00,1.209807109474768794e+02,2.064409905859063770e+02,3.600000000000000000e+01
7.558366786141840876e+00,1.706395911952705902e+00,2.064409905859062917e+02,1.209807109474767515e+02,3.600000000000000000e+01
8.366921083692782091e+00,3.127938493315703727e+00,3.904104648678832064e+02,1.248139839393187742e+02,2.900000000000000000e+01
8.366921083692782091e+00,3.127938493315695290e+00,1.248139839393191437e+02,3.904104648678833200e+02,2.900000000000000000e+01
8.366921083692782091e+00,3.127938493315701063e+00,3.904104648678832632e+02,1.248139839393189021e+02,2.900000000000000000e+01
