Shape_circ, Shape_eccent, Shape_e1, Shape_e2, Shape_corn
8.846378527036080186e+00,3.051051325279682480e+00,1.301612278902996422e+02,3.971285868547295195e+02,4.200000000000000000e+01
8.846378527036080186e+00,3.051051325279680260e+00,3.971285868547293489e+02,1.301612278902996991e+02,4.200000000000000000e+01
8.846378527036080186e+00,3.051051325279681148e+00,1.301612278902997559e+02,3.971285868547296332e+02,4.200000000000000000e+01
8.846378527036080186e+00,3.051051325279681592e+00,3.971285868547300879e+02,1.301612278902998696e+02,4.200000000000000000e+01
9.166178949724455904e+00,1.184560256247322751e+00,2.508105299387156322e+02,2.971001856137318100e+02,4.600000000000000000e+01
9.166178949724455904e+00,1.184560256247324084e+00,2.971001856137322648e+02,2.508105299387157459e+02,4.600000000000000000e+01
9.166178949724455904e+00,1.184560256247321641e+00,2.508105299387161153e+02,2.971001856137320942e+02,4.600000000000000000e+01
9.166178949724455904e+00,1.184560256247323418e+00,2.971001856137319237e+02,2.508105299387156037e+02,4.600000000000000000e+01
6.774164894468039044e+00,1.499440019271250923e+00,1.122709152096611263e+02,1.683435032655752366e+02,3.000000000000000000e+01
6.774164894468039044e+00,1.499440019271248481e+00,1.683435032655752082e+02,1.122709152096612826e+02,3.000000000000000000e+01
6.774164894468039044e+00,1.499440019271247593e+00,1.122709152096613536e+02,1.683435032655752366e+02,3.000000000000000000e+01
6.774164894468039044e+00,1.499440019271246927e+00,1.683435032655750945e+02,1.122709152096613110e+02,3.000000000000000000e+01
8.565826065436528580e+00,2.097359657868428151e+00,2.849814184766026983e+02,1.358762753958149290e+02,4.300000000000000000e+01
8.565826065436528580e+00,2.097359657868429039e+00,1.358762753958147584e+02,2.849814184766024709e+02,4.300000000000000000e+01
8.565826065436528580e+00,2.097359657868427707e+00,2.849814184766027552e+02,1.358762753958149858e+02,4.300000000000000000e+01
8.565826065436528580e+00,2.097359657868429483e+00,1.358762753958147584e+02,2.849814184766025278e+02,4.300000000000000000e+01
8.416427914649176500e+00,1.606311666475146449e+00,1.938777361159983172e+02,3.114280693929179051e+02,5.200000000000000000e+01
8.416427914649176500e+00,1.606311666475146449e+00,3.114280693929181325e+02,1.938777361159984309e+02,5.200000000000000000e+01
8.416427914649176500e+00,1.606311666475146893e+00,1.938777361159981751e+02,3.114280693929177914e+02,5.200000000000000000e+01
8.416427914649176500e+00,1.606311666475146005e+00,3.114280693929179051e+02,1.938777361159983457e+02,5.200000000000000000e+01
8.565826065436528580e+00,1.314849587935813302e+00,2.147718410626488321e+02,2.823926667214398094e+02,3.500000000000000000e+01
8.565826065436528580e+00,1.314849587935814412e+00,2.823926667214404347e+02,2.147718410626491163e+02,3.500000000000000000e+01
8.565826065436528580e+00,1.314849587935811970e+00,2.147718410626490879e+02,2.823926667214398663e+02,3.500000000000000000e+01
8.565826065436528580e+00,1.314849587935813080e+00,2.823926667214400368e+02,2.147718410626490311e+02,3.500000000000000000e+01
7.889376183309201984e+00,1.282126782819461575e+00,2.199401461428662117e+02,1.715432117089128496e+02,3.900000000000000000e+01
7.889376183309201984e+00,1.282126782819461353e+00,1.715432117089127928e+02,2.199401461428661264e+02,3.900000000000000000e+01
7.889376183309201984e+00,1.282126782819461797e+00,2.199401461428661548e+02,1.715432117089127644e+02,3.900000000000000000e+01
7.889376183309201984e+00,1.282126782819463129e+00,1.715432117089125654e+02,2.199401461428660980e+02,3.900000000000000000e+01
9.102111815016538543e+00,1.434968364898656423e+00,2.964816524947020753e+02,2.066119781780979281e+02,3.800000000000000000e+01
9.102111815016538543e+00,1.434968364898657089e+00,2.066119781780977291e+02,2.964816524947019616e+02,3.800000000000000000e+01
9.102111815016538543e+00,1.434968364898657089e+00,2.964816524947019616e+02,2.066119781780977576e+02,3.800000000000000000e+01
9.102111815016538543e+00,1.434968364898655535e+00,2.066119781780980134e+02,2.964816524947020184e+02,3.800000000000000000e+01
7.573202847229984158e+00,1.383224869687193825e+00,1.988915058019012463e+02,1.437882662179715680e+02,3.400000000000000000e+01
7.573202847229984158e+00,1.383224869687193159e+00,1.437882662179715965e+02,1.988915058019011894e+02,3.400000000000000000e+01
7.573202847229984158e+00,1.383224869687193603e+00,1.988915058019010758e+02,1.437882662179714544e+02,3.400000000000000000e+01
7.573202847229984158e+00,1.383224869687196268e+00,1.437882662179711133e+02,1.988915058019009905e+02,3.400000000000000000e+01
9.385751805376450818e+00,1.699422454571082763e+00,2.524813068875867259e+02,1.485688895121198527e+02,4.300000000000000000e+01
9.385751805376450818e+00,1.699422454571081431e+00,1.485688895121199664e+02,2.524813068875867259e+02,4.300000000000000000e+01
9.385751805376450818e+00,1.699422454571081875e+00,2.524813068875865838e+02,1.485688895121198527e+02,4.300000000000000000e+01
9.385751805376450818e+00,1.699422454571083652e+00,1.485688895121197675e+02,2.524813068875867259e+02,4.300000000000000000e+01
8.006633314878646601e+00,1.635308905157183856e+00,1.668282764420439150e+02,2.728157660976988268e+02,3.800000000000000000e+01
8.006633314878646601e+00,1.635308905157185855e+00,2.728157660976992247e+02,1.668282764420439435e+02,3.800000000000000000e+01
8.006633314878646601e+00,1.635308905157184300e+00,1.668282764420438582e+02,2.728157660976988268e+02,3.800000000000000000e+01
8.006633314878646601e+00,1.635308905157185411e+00,2.728157660976988836e+02,1.668282764420437729e+02,3.800000000000000000e+01
1.037462864754740721e+01,1.207702333065350686e+00,3.554362949355621595e+02,2.943078647810552297e+02,4.200000000000000000e+01
1.037462864754740721e+01,1.207702333065350908e+00,2.943078647810554003e+02,3.554362949355623869e+02,4.200000000000000000e+01
1.037462864754740721e+01,1.207702333065350686e+00,3.554362949355619890e+02,2.943078647810551161e+02,4.200000000000000000e+01
1.037462864754740721e+01,1.207702333065350020e+00,2.943078647810554003e+02,3.554362949355621595e+02,4.200000000000000000e+01
7.545056772282072721e+00,1.382768806496605940e+00,2.924521327853623234e+02,2.114974906950073432e+02,4.600000000000000000e+01
7.545056772282072721e+00,1.382768806496604386e+00,2.114974906950077695e+02,2.924521327853626076e+02,4.600000000000000000e+01
7.545056772282072721e+00,1.382768806496605940e+00,2.924521327853623802e+02,2.114974906950074001e+02,4.600000000000000000e+01
7.545056772282072721e+00,1.382768806496607050e+00,2.114974906950071727e+02,2.924521327853623234e+02,4.600000000000000000e+01
8.620801282452898562e+00,1.166477070171945574e+00,2.489446255253482718e+02,2.134157900666254477e+02,4.900000000000000000e+01
8.620801282452898562e+00,1.166477070171946240e+00,2.134157900666255898e+02,2.489446255253485560e+02,4.900000000000000000e+01
8.620801282452898562e+00,1.166477070171946462e+00,2.489446255253484992e+02,2.134157900666254761e+02,4.900000000000000000e+01
8.620801282452898562e+00,1.166477070171944463e+00,2.134157900666259025e+02,2.489446255253485560e+02,4.900000000000000000e+01
8.935779950046574882e+00,2.345364332639836569e+00,3.279484687821799298e+02,1.398283687605396040e+02,3.600000000000000000e+01
8.935779950046574882e+00,2.345364332639839233e+00,1.398283687605393766e+02,3.279484687821797593e+02,3.600000000000000000e+01
8.935779950046574882e+00,2.345364332639836125e+00,3.279484687821798730e+02,1.398283687605396040e+02,3.600000000000000000e+01
8.935779950046574882e+00,2.345364332639841010e+00,1.398283687605392061e+02,3.279484687821796456e+02,3.600000000000000000e+01
8.427223111238069109e+00,1.522078818637382813e+00,2.745368614943116654e+02,1.803696747715643767e+02,3.800000000000000000e+01
8.427223111238069109e+00,1.522078818637382369e+00,1.803696747715644335e+02,2.745368614943116654e+02,3.800000000000000000e+01
8.427223111238069109e+00,1.522078818637381925e+00,2.745368614943113812e+02,1.803696747715642914e+02,3.800000000000000000e+01
8.427223111238069109e+00,1.522078818637381703e+00,1.803696747715646040e+02,2.745368614943117791e+02,3.800000000000000000e+01
7.003867638629778902e+00,1.842344420100557212e+00,1.302853960239984019e+02,2.400305723854047528e+02,3.600000000000000000e+01
7.003867638629778902e+00,1.842344420100555658e+00,2.400305723854044686e+02,1.302853960239983451e+02,3.600000000000000000e+01
7.003867638629778902e+00,1.842344420100555658e+00,1.302853960239984303e+02,2.400305723854046391e+02,3.600000000000000000e+01
7.003867638629778902e+00,1.842344420100552327e+00,2.400305723854041560e+02,1.302853960239984019e+02,3.600000000000000000e+01
8.756344536166379200e+00,2.393712066171773678e+00,2.375330208267345711e+02,9.923207731772744467e+01,3.000000000000000000e+01
8.756344536166379200e+00,2.393712066171774122e+00,9.923207731772748730e+01,2.375330208267346848e+02,3.000000000000000000e+01
8.756344536166379200e+00,2.393712066171778563e+00,2.375330208267350258e+02,9.923207731772743045e+01,3.000000000000000000e+01
8.756344536166379200e+00,2.393712066171774122e+00,9.923207731772745888e+01,2.375330208267346563e+02,3.000000000000000000e+01
9.128409958551047865e+00,1.163811475617964053e+00,2.631030352673562902e+02,2.260701503460026061e+02,4.300000000000000000e+01
9.128409958551047865e+00,1.163811475617965607e+00,2.260701503460024639e+02,2.631030352673564607e+02,4.300000000000000000e+01
9.128409958551047865e+00,1.163811475617964497e+00,2.631030352673564039e+02,2.260701503460026061e+02,4.300000000000000000e+01
9.128409958551047865e+00,1.163811475617963831e+00,2.260701503460026913e+02,2.631030352673563470e+02,4.300000000000000000e+01
5.791733801258668102e+00,1.652244729862741179e+00,1.672584930013064195e+02,1.012310646106290051e+02,3.000000000000000000e+01
5.791733801258668102e+00,1.652244729862743844e+00,1.012310646106288345e+02,1.672584930013063911e+02,3.000000000000000000e+01
5.791733801258668102e+00,1.652244729862740513e+00,1.672584930013063058e+02,1.012310646106289767e+02,3.000000000000000000e+01
5.791733801258668102e+00,1.652244729862742512e+00,1.012310646106289198e+02,1.672584930013064195e+02,3.000000000000000000e+01
8.313050910054068154e+00,2.134189921543365287e+00,1.545502068158084512e+02,3.298394937587411277e+02,3.500000000000000000e+01
8.313050910054068154e+00,2.134189921543367952e+00,3.298394937587414120e+02,1.545502068158083944e+02,3.500000000000000000e+01
8.313050910054068154e+00,2.134189921543367063e+00,1.545502068158083375e+02,3.298394937587411277e+02,3.500000000000000000e+01
8.313050910054068154e+00,2.134189921543368396e+00,3.298394937587410141e+02,1.545502068158081670e+02,3.500000000000000000e+01
7.419104269159480403e+00,1.601121457486218702e+00,1.459812751672352249e+02,2.337337520614603932e+02,3.200000000000000000e+01
7.419104269159480403e+00,1.601121457486216704e+00,2.337337520614602226e+02,1.459812751672352817e+02,3.200000000000000000e+01
7.419104269159480403e+00,1.601121457486217592e+00,1.459812751672354239e+02,2.337337520614605637e+02,3.200000000000000000e+01
7.419104269159480403e+00,1.601121457486218702e+00,2.337337520614610753e+02,1.459812751672356512e+02,3.200000000000000000e+01
9.837155439233107757e+00,1.313575326362516726e+00,2.510175830372599819e+02,3.297305035608989101e+02,4.100000000000000000e+01
9.837155439233107757e+00,1.313575326362515172e+00,3.297305035608983417e+02,2.510175830372598398e+02,4.100000000000000000e+01
9.837155439233107757e+00,1.313575326362516504e+00,2.510175830372600103e+02,3.297305035608989101e+02,4.100000000000000000e+01
9.837155439233107757e+00,1.313575326362515394e+00,3.297305035608983417e+02,2.510175830372597829e+02,4.100000000000000000e+01
8.978856495697344897e+00,1.352741026380674727e+00,2.665397524116883687e+02,3.605592582486382867e+02,4.800000000000000000e+01
8.978856495697344897e+00,1.352741026380672063e+00,3.605592582486369793e+02,2.665397524116879708e+02,4.800000000000000000e+01
8.978856495697344897e+00,1.352741026380674283e+00,2.665397524116884824e+02,3.605592582486382867e+02,4.800000000000000000e+01
8.978856495697344897e+00,1.352741026380675615e+00,3.605592582486384572e+02,2.665397524116883687e+02,4.800000000000000000e+01
8.003818322331893498e+00,2.037168583440242209e+00,1.516089355113866759e+02,3.088529603926146478e+02,3.700000000000000000e+01
8.003818322331893498e+00,2.037168583440247982e+00,3.088529603926153868e+02,1.516089355113866191e+02,3.700000000000000000e+01
8.003818322331893498e+00,2.037168583440244873e+00,1.516089355113865054e+02,3.088529603926146478e+02,3.700000000000000000e+01
8.003818322331893498e+00,2.037168583440244429e+00,3.088529603926149889e+02,1.516089355113867043e+02,3.700000000000000000e+01
8.802930887011763517e+00,1.476380764925220301e+00,1.848314224088355502e+02,2.728815567981731078e+02,3.000000000000000000e+01
8.802930887011763517e+00,1.476380764925220745e+00,2.728815567981730510e+02,1.848314224088354365e+02,3.000000000000000000e+01
8.802930887011763517e+00,1.476380764925222300e+00,1.848314224088352944e+02,2.728815567981731078e+02,3.000000000000000000e+01
8.802930887011763517e+00,1.476380764925221412e+00,2.728815567981732784e+02,1.848314224088355218e+02,3.000000000000000000e+01
1.165414492011647418e+01,4.208771658372924662e+00,1.207159006796302378e+02,5.080656614953886674e+02,3.100000000000000000e+01
1.165414492011647418e+01,4.208771658372926439e+00,5.080656614953886674e+02,1.207159006796302094e+02,3.100000000000000000e+01
1.165414492011647418e+01,4.208771658372926439e+00,1.207159006796302094e+02,5.080656614953887811e+02,3.100000000000000000e+01
1.165414492011647418e+01,4.208771658372923774e+00,5.080656614953893495e+02,1.207159006796304368e+02,3.100000000000000000e+01
6.645533263415317471e+00,5.245794264052555889e+00,6.033925104607340018e+01,3.165272970347190267e+02,2.800000000000000000e+01
6.645533263415317471e+00,5.245794264052546119e+00,3.165272970347186856e+02,6.033925104607344281e+01,2.800000000000000000e+01
6.645533263415317471e+00,5.245794264052548783e+00,6.033925104607348544e+01,3.165272970347190267e+02,2.800000000000000000e+01
6.645533263415317471e+00,5.245794264052540790e+00,3.165272970347181172e+02,6.033925104607340018e+01,2.800000000000000000e+01
6.886621270420672403e+00,3.187250304373900445e+00,6.958311317369360438e+01,2.217787986421384971e+02,3.100000000000000000e+01
6.886621270420672403e+00,3.187250304373901333e+00,2.217787986421387529e+02,6.958311317369366122e+01,3.100000000000000000e+01
6.886621270420672403e+00,3.187250304373902665e+00,6.958311317369353333e+01,2.217787986421384403e+02,3.100000000000000000e+01
6.886621270420672403e+00,3.187250304373900445e+00,2.217787986421381845e+02,6.958311317369350490e+01,3.100000000000000000e+01
9.451214845097409167e+00,2.941720419328249125e+00,1.149322239572121021e+02,3.380984700537381968e+02,4.500000000000000000e+01
9.451214845097409167e+00,2.941720419328250458e+00,3.380984700537381400e+02,1.149322239572120168e+02,4.500000000000000000e+01
9.451214845097409167e+00,2.941720419328251346e+00,1.149322239572119884e+02,3.380984700537381400e+02,4.500000000000000000e+01
9.451214845097409167e+00,2.941720419328250902e+00,3.380984700537386516e+02,1.149322239572121731e+02,4.500000000000000000e+01
8.043108452393427754e+00,3.102324321470435908e+00,9.849885251113272489e+01,3.055753857822164150e+02,3.600000000000000000e+01
8.043108452393427754e+00,3.102324321470435020e+00,3.055753857822166992e+02,9.849885251113285278e+01,3.600000000000000000e+01
8.043108452393427754e+00,3.102324321470435020e+00,9.849885251113283857e+01,3.055753857822166424e+02,3.600000000000000000e+01
8.043108452393427754e+00,3.102324321470433244e+00,3.055753857822164719e+02,9.849885251113283857e+01,3.600000000000000000e+01
7.976738405910531071e+00,4.088891709996790524e+00,7.717489384632469296e+01,3.155597836681193371e+02,3.300000000000000000e+01
7.976738405910531071e+00,4.088891709996786084e+00,3.155597836681193940e+02,7.717489384632477822e+01,3.300000000000000000e+01
7.976738405910531071e+00,4.088891709996788748e+00,7.717489384632472138e+01,3.155597836681193371e+02,3.300000000000000000e+01
7.976738405910531071e+00,4.088891709996786084e+00,3.155597836681194508e+02,7.717489384632479243e+01,3.300000000000000000e+01
6.642988929053022851e+00,3.858380901501968108e+00,6.017617054551942601e+01,2.321825871583574212e+02,3.500000000000000000e+01
6.642988929053022851e+00,3.858380901501980542e+00,2.321825871583576202e+02,6.017617054551928391e+01,3.500000000000000000e+01
6.642988929053022851e+00,3.858380901501982763e+00,6.017617054551919864e+01,2.321825871583574212e+02,3.500000000000000000e+01
6.642988929053022851e+00,3.858380901501981874e+00,2.321825871583576486e+02,6.017617054551926969e+01,3.500000000000000000e+01
8.025479535653497365e+00,3.728553145759390564e+00,8.254899314062913618e+01,3.077883080537631599e+02,3.500000000000000000e+01
8.025479535653497365e+00,3.728553145759399889e+00,3.077883080537628757e+02,8.254899314062886617e+01,3.500000000000000000e+01
8.025479535653497365e+00,3.728553145759399889e+00,8.254899314062896565e+01,3.077883080537632736e+02,3.500000000000000000e+01
8.025479535653497365e+00,3.728553145759398113e+00,3.077883080537629894e+02,8.254899314062893723e+01,3.500000000000000000e+01
9.474716277465326186e+00,3.981185014035715675e+00,1.068821145098530678e+02,4.255174725550763242e+02,3.700000000000000000e+01
9.474716277465326186e+00,3.981185014035728553e+00,4.255174725550758694e+02,1.068821145098525989e+02,3.700000000000000000e+01
9.474716277465326186e+00,3.981185014035720116e+00,1.068821145098528973e+02,4.255174725550761536e+02,3.700000000000000000e+01
9.474716277465326186e+00,3.981185014035712566e+00,4.255174725550767789e+02,1.068821145098532526e+02,3.700000000000000000e+01
8.476413049309787340e+00,3.820250618642534235e+00,9.370335348621730986e+01,3.579702941246017645e+02,3.300000000000000000e+01
8.476413049309787340e+00,3.820250618642532459e+00,3.579702941246015371e+02,9.370335348621729565e+01,3.300000000000000000e+01
8.476413049309787340e+00,3.820250618642547558e+00,9.370335348621696880e+01,3.579702941246017076e+02,3.300000000000000000e+01
8.476413049309787340e+00,3.820250618642532903e+00,3.579702941246019918e+02,9.370335348621740934e+01,3.300000000000000000e+01
9.676268098971064546e+00,2.261294534819214164e+00,1.179038152324295368e+02,2.666152530194273140e+02,3.300000000000000000e+01
9.676268098971064546e+00,2.261294534819213720e+00,2.666152530194273140e+02,1.179038152324295652e+02,3.300000000000000000e+01
9.676268098971064546e+00,2.261294534819211943e+00,1.179038152324297215e+02,2.666152530194274846e+02,3.300000000000000000e+01
9.676268098971064546e+00,2.261294534819212831e+00,2.666152530194271435e+02,1.179038152324295368e+02,3.300000000000000000e+01
1.103440629595511879e+01,3.241472068909048598e+00,1.473649487417604291e+02,4.776793652826301013e+02,4.900000000000000000e+01
1.103440629595511879e+01,3.241472068909049931e+00,4.776793652826301013e+02,1.473649487417603723e+02,4.900000000000000000e+01
1.103440629595511879e+01,3.241472068909053483e+00,1.473649487417601165e+02,4.776793652826297603e+02,4.900000000000000000e+01
1.103440629595511879e+01,3.241472068909049487e+00,4.776793652826301013e+02,1.473649487417604007e+02,4.900000000000000000e+01
8.276987167069354001e+00,2.974377948667731975e+00,9.600975384026108372e+01,2.855692946794897011e+02,3.000000000000000000e+01
8.276987167069354001e+00,2.974377948667731975e+00,2.855692946794896443e+02,9.600975384026108372e+01,3.000000000000000000e+01
8.276987167069354001e+00,2.974377948667723537e+00,9.600975384026139636e+01,2.855692946794897580e+02,3.000000000000000000e+01
8.276987167069354001e+00,2.974377948667733307e+00,2.855692946794898717e+02,9.600975384026111215e+01,3.000000000000000000e+01
7.266297255612787609e+00,4.304649906552985072e+00,6.710975889252517845e+01,2.888840173455018316e+02,2.900000000000000000e+01
7.266297255612787609e+00,4.304649906552970862e+00,2.888840173455020022e+02,6.710975889252543425e+01,2.900000000000000000e+01
7.266297255612787609e+00,4.304649906552974414e+00,6.710975889252534898e+01,2.888840173455018885e+02,2.900000000000000000e+01
7.266297255612787609e+00,4.304649906552968197e+00,2.888840173455023432e+02,6.710975889252554794e+01,2.900000000000000000e+01
9.953231129957854861e+00,3.397012272594161608e+00,1.250334940291156158e+02,4.247403137022345732e+02,3.700000000000000000e+01
9.953231129957854861e+00,3.397012272594159388e+00,4.247403137022346868e+02,1.250334940291157295e+02,3.700000000000000000e+01
9.953231129957854861e+00,3.397012272594164273e+00,1.250334940291155590e+02,4.247403137022346868e+02,3.700000000000000000e+01
9.953231129957854861e+00,3.397012272594163829e+00,4.247403137022354258e+02,1.250334940291157864e+02,3.700000000000000000e+01
7.893090458963684775e+00,2.466331752265103816e+00,1.148979871012622880e+02,2.833765538591895279e+02,3.700000000000000000e+01
7.893090458963684775e+00,2.466331752265103372e+00,2.833765538591894710e+02,1.148979871012622880e+02,3.700000000000000000e+01
7.893090458963684775e+00,2.466331752265103372e+00,1.148979871012623590e+02,2.833765538591896416e+02,3.700000000000000000e+01
7.893090458963684775e+00,2.466331752265102484e+00,2.833765538591892437e+02,1.148979871012622311e+02,3.700000000000000000e+01
7.665841414168576229e+00,3.720157679608048440e+00,7.309742560637394604e+01,2.719339492291300644e+02,2.600000000000000000e+01
7.665841414168576229e+00,3.720157679608050216e+00,2.719339492291299507e+02,7.309742560637388920e+01,2.600000000000000000e+01
7.665841414168576229e+00,3.720157679608063095e+00,7.309742560637366182e+01,2.719339492291300644e+02,2.600000000000000000e+01
7.665841414168576229e+00,3.720157679608054213e+00,2.719339492291304055e+02,7.309742560637393183e+01,2.600000000000000000e+01
1.104538497734646185e+01,2.271730119376749180e+00,1.598981340076481672e+02,3.632454070573139688e+02,3.300000000000000000e+01
1.104538497734646185e+01,2.271730119376750956e+00,3.632454070573138551e+02,1.598981340076479682e+02,3.300000000000000000e+01
1.104538497734646185e+01,2.271730119376749180e+00,1.598981340076481388e+02,3.632454070573139120e+02,3.300000000000000000e+01
1.104538497734646185e+01,2.271730119376750512e+00,3.632454070573137983e+02,1.598981340076479682e+02,3.300000000000000000e+01
7.730488211383521602e+00,3.100189308291958934e+00,8.344980508740101754e+01,2.587101935110085265e+02,2.900000000000000000e+01
7.730488211383521602e+00,3.100189308291961598e+00,2.587101935110082422e+02,8.344980508740084701e+01,2.900000000000000000e+01
7.730488211383521602e+00,3.100189308291958934e+00,8.344980508740093228e+01,2.587101935110082991e+02,2.900000000000000000e+01
7.730488211383521602e+00,3.100189308291961154e+00,2.587101935110084696e+02,8.344980508740093228e+01,2.900000000000000000e+01
7.247861654147556898e+00,5.019781095959613637e+00,3.944084914616623223e+02,7.857085476877048791e+01,4.200000000000000000e+01
7.247861654147556898e+00,5.019781095959615413e+00,7.857085476877045949e+01,3.944084914616623223e+02,4.200000000000000000e+01
7.247861654147556898e+00,5.019781095959615413e+00,3.944084914616626065e+02,7.857085476877051633e+01,4.200000000000000000e+01
7.247861654147556898e+00,5.019781095959608308e+00,7.857085476877057317e+01,3.944084914616623792e+02,4.200000000000000000e+01
7.766322174765618591e+00,3.793504149536185643e+00,3.739513120050844464e+02,9.857675048300811227e+01,4.000000000000000000e+01
7.766322174765618591e+00,3.793504149536192749e+00,9.857675048300802700e+01,3.739513120050848443e+02,4.000000000000000000e+01
7.766322174765618591e+00,3.793504149536188752e+00,3.739513120050847306e+02,9.857675048300809806e+01,4.000000000000000000e+01
7.766322174765618591e+00,3.793504149536190528e+00,9.857675048300819753e+01,3.739513120050852422e+02,4.000000000000000000e+01
7.801170568460177535e+00,4.225106884438876165e+00,3.827622777548261865e+02,9.059233014069883438e+01,3.000000000000000000e+01
7.801170568460177535e+00,4.225106884438887711e+00,9.059233014069866385e+01,3.827622777548264139e+02,3.000000000000000000e+01
7.801170568460177535e+00,4.225106884438871724e+00,3.827622777548264139e+02,9.059233014069899070e+01,3.000000000000000000e+01
7.801170568460177535e+00,4.225106884438884158e+00,9.059233014069872070e+01,3.827622777548264139e+02,3.000000000000000000e+01
9.346192690307978168e+00,2.448888844459915948e+00,3.316250585994978337e+02,1.354185835546305725e+02,4.200000000000000000e+01
9.346192690307978168e+00,2.448888844459916392e+00,1.354185835546305157e+02,3.316250585994977769e+02,4.200000000000000000e+01
9.346192690307978168e+00,2.448888844459916392e+00,3.316250585994978906e+02,1.354185835546305725e+02,4.200000000000000000e+01
9.346192690307978168e+00,2.448888844459918612e+00,1.354185835546304588e+02,3.316250585994979474e+02,4.200000000000000000e+01
8.754505657477201552e+00,4.969009753413456743e+00,4.705021499368077684e+02,9.468730658328789218e+01,3.600000000000000000e+01
8.754505657477201552e+00,4.969009753413462072e+00,9.468730658328786376e+01,4.705021499368081663e+02,3.600000000000000000e+01
8.754505657477201552e+00,4.969009753413457631e+00,4.705021499368076547e+02,9.468730658328786376e+01,3.600000000000000000e+01
8.754505657477201552e+00,4.969009753413460295e+00,9.468730658328786376e+01,4.705021499368079390e+02,3.600000000000000000e+01
8.698837863966259576e+00,2.673954446545135699e+00,3.503720274060946167e+02,1.310314122436866455e+02,3.800000000000000000e+01
8.698837863966259576e+00,2.673954446545134811e+00,1.310314122436865887e+02,3.503720274060943893e+02,3.800000000000000000e+01
8.698837863966259576e+00,2.673954446545141472e+00,3.503720274060943893e+02,1.310314122436862760e+02,3.800000000000000000e+01
8.698837863966259576e+00,2.673954446545136587e+00,1.310314122436865034e+02,3.503720274060943893e+02,3.800000000000000000e+01
9.377686038179851025e+00,2.348312918426842089e+00,3.992328131657633321e+02,1.700083536708614247e+02,2.400000000000000000e+01
9.377686038179851025e+00,2.348312918426839868e+00,1.700083536708614531e+02,3.992328131657630479e+02,2.400000000000000000e+01
9.377686038179851025e+00,2.348312918426838092e+00,3.992328131657625931e+02,1.700083536708613963e+02,2.400000000000000000e+01
9.377686038179851025e+00,2.348312918426837648e+00,1.700083536708616521e+02,3.992328131657631047e+02,2.400000000000000000e+01
8.323715471178827485e+00,2.153688332424825713e+00,2.899587279301696867e+02,1.346335602810768535e+02,3.400000000000000000e+01
8.323715471178827485e+00,2.153688332424822605e+00,1.346335602810770524e+02,2.899587279301696867e+02,3.400000000000000000e+01
8.323715471178827485e+00,2.153688332424824825e+00,2.899587279301695162e+02,1.346335602810768535e+02,3.400000000000000000e+01
8.323715471178827485e+00,2.153688332424830598e+00,1.346335602810765408e+02,2.899587279301696299e+02,3.400000000000000000e+01
7.945375867001489567e+00,2.964013498357734644e+00,3.853356030934681939e+02,1.300046721470635589e+02,3.800000000000000000e+01
7.945375867001489567e+00,2.964013498357727538e+00,1.300046721470635021e+02,3.853356030934671139e+02,3.800000000000000000e+01
7.945375867001489567e+00,2.964013498357733312e+00,3.853356030934676255e+02,1.300046721470634168e+02,3.800000000000000000e+01
7.945375867001489567e+00,2.964013498357725318e+00,1.300046721470636726e+02,3.853356030934672845e+02,3.800000000000000000e+01
8.881730018656048387e+00,2.848140093784144344e+00,3.764134560710955384e+02,1.321611450548342646e+02,3.500000000000000000e+01
8.881730018656048387e+00,2.848140093784151006e+00,1.321611450548340372e+02,3.764134560710957658e+02,3.500000000000000000e+01
8.881730018656048387e+00,2.848140093784144788e+00,3.764134560710956521e+02,1.321611450548342646e+02,3.500000000000000000e+01
8.881730018656048387e+00,2.848140093784138127e+00,1.321611450548345488e+02,3.764134560710955384e+02,3.500000000000000000e+01
9.202853249793482959e+00,4.028921351820138774e+00,5.104659555488705678e+02,1.267004021605580135e+02,4.200000000000000000e+01
9.202853249793482959e+00,4.028921351820136110e+00,1.267004021605581556e+02,5.104659555488709088e+02,4.200000000000000000e+01
9.202853249793482959e+00,4.028921351820134333e+00,5.104659555488699993e+02,1.267004021605579993e+02,4.200000000000000000e+01
9.202853249793482959e+00,4.028921351820135222e+00,1.267004021605581556e+02,5.104659555488707952e+02,4.200000000000000000e+01
9.296232683109307615e+00,3.189630198777500869e+00,5.156270408191682009e+02,1.616573109374228068e+02,4.100000000000000000e+01
9.296232683109307615e+00,3.189630198777503534e+00,1.616573109374227215e+02,5.156270408191683146e+02,4.100000000000000000e+01
9.296232683109307615e+00,3.189630198777498205e+00,5.156270408191677461e+02,1.616573109374228068e+02,4.100000000000000000e+01
9.296232683109307615e+00,3.189630198777496428e+00,1.616573109374228920e+02,5.156270408191677461e+02,4.100000000000000000e+01
7.490349354852001262e+00,4.129796531355560241e+00,3.368111111413106755e+02,8.155634510903037437e+01,3.100000000000000000e+01
7.490349354852001262e+00,4.129796531355561129e+00,8.155634510903030332e+01,3.368111111413104481e+02,3.100000000000000000e+01
7.490349354852001262e+00,4.129796531355559353e+00,3.368111111413103345e+02,8.155634510903031753e+01,3.100000000000000000e+01
7.490349354852001262e+00,4.129796531355573563e+00,8.155634510903007595e+01,3.368111111413105050e+02,3.100000000000000000e+01
