fd_box, fd_min, fd_mass
-9.735601943270923986e-01,2.778397053003583972e-01,1.722439186729316729e+00
-7.818070281524237553e-01,6.581933385491982591e-01,1.225849301286757731e+00
-9.865215043378977589e-01,2.411020541929575212e-01,1.752488989964033905e+00
-6.862292038921403714e-01,9.739221236254482772e-01,7.396628909385789541e-01
-7.549652845473067142e-01,7.298993341343058550e-01,1.110751475786238007e+00
-7.593677133176024441e-01,7.199694040509281301e-01,1.126399463574283555e+00
-8.759002250205059070e-01,4.711413779150790959e-01,1.525155500910987838e+00
-7.297932265575257649e-01,8.924698139784570383e-01,8.617292400638210115e-01
-9.272221416362070867e-01,3.932866795278633920e-01,1.620020486877981059e+00
-8.555985433871617918e-01,5.259928480065929612e-01,1.448739453071681060e+00
-7.307344601091009251e-01,8.081298985453071460e-01,9.894230990983219343e-01
-8.888490012632405124e-01,4.662730256760027614e-01,1.531538249861799317e+00
-8.084177045900358127e-01,5.890573680650398325e-01,1.341726741910254761e+00
-5.778752276708137847e-01,1.233726078188137176e+00,3.822810855088047965e-01
-8.486652847727280680e-01,5.309257587903309927e-01,1.441510613364685556e+00
-7.447470366302454403e-01,7.720146259197657734e-01,1.044872219842431615e+00
-9.367252631156777198e-01,3.440141645501051948e-01,1.666402798417061071e+00
-8.158685188671513933e-01,5.947943123794199316e-01,1.331855057743612569e+00
-9.113222629551398501e-01,4.318993688842009404e-01,1.575065187303592573e+00
-9.254720202391033546e-01,4.036843449870448075e-01,1.608233795905934960e+00
-7.520361061040365946e-01,8.597625163738636944e-01,9.108723168254215796e-01
-9.168447785215170232e-01,4.085343111906239999e-01,1.602769478772531286e+00
-7.924988315946064343e-01,6.661173346522712979e-01,1.212815331423339860e+00
-9.371099414096539792e-01,3.613430262359402234e-01,1.651029476553992570e+00
-7.620688256966058338e-01,7.106378969803271994e-01,1.141231273822219450e+00
-8.880574376444561047e-01,4.517142678930462507e-01,1.550378426254766406e+00
-8.702022354235954271e-01,4.960703087314128346e-01,1.491241942813245291e+00
-8.313055493611225533e-01,5.523813148610301482e-01,1.405534155755336911e+00
-7.156813010889682136e-01,9.067142860912306146e-01,8.402795365096317193e-01
-8.860637697322606421e-01,4.853055507070976327e-01,1.506156827735072312e+00
-3.803669573474414145e-01,1.623881189922651291e+00,2.180714936010114124e-02
-8.409719957212278274e-01,5.429376196247472919e-01,1.421854380429704579e+00
-6.638068071920629754e-01,1.040262853735526516e+00,6.409283547163774353e-01
-9.283635546413967488e-01,3.665434652781401348e-01,1.646840516172700664e+00
-7.104051782954174943e-01,9.401256340637128561e-01,7.903948662371224065e-01
