fd_box, fd_min, fd_mass
-8.510653248401324200e-01,5.412370438673254069e-01,1.426822191827115116e+00
-8.972846404167611478e-01,4.635357876358926488e-01,1.536446563082161765e+00
-6.402255188846791567e-01,1.031633398672588298e+00,6.529207171480221339e-01
-9.673106564169371424e-01,2.835252825328741788e-01,1.716801237168328775e+00
-9.338647659953769331e-01,3.725806814546199774e-01,1.641632399967879907e+00
-7.366510469236611236e-01,8.705677362518545737e-01,8.951597384783804845e-01
-5.181457511718317033e-01,1.401223404383532101e+00,1.760012141118547369e-01
-7.010727191236926226e-01,9.355063237866623194e-01,7.972778727167468826e-01
-9.168809520726948215e-01,4.391159864030502180e-01,1.567132216660548361e+00
-7.699457229243444889e-01,7.109421946224239175e-01,1.142348008103361900e+00
-8.067338749497618977e-01,6.328331348543447810e-01,1.269836562951819348e+00
-9.797802838406997061e-01,2.524574545550440363e-01,1.742385489089911088e+00
-8.296161940905885102e-01,5.754432758200233033e-01,1.367972936898324665e+00
-8.833244529688860647e-01,4.817377304615292344e-01,1.512518240186983220e+00
-9.523438074840696599e-01,3.379994469165680804e-01,1.671361920952273872e+00
-9.745971722477196897e-01,2.729454064327479501e-01,1.725983781411183804e+00
-7.485623763512814222e-01,8.567638860146972180e-01,9.161947688561842273e-01
-5.767238230020085288e-01,1.240616644394100243e+00,3.732407153179832515e-01
-7.892106366420843511e-01,6.404387313941508619e-01,1.257156687547657414e+00
-7.346304008928450369e-01,9.014687544579570444e-01,8.485586323814576781e-01
-7.904370015870406663e-01,6.252295666945881791e-01,1.282568142290887669e+00
-9.699683181052375369e-01,2.900421515492802027e-01,1.711831408937140475e+00
