fd_box, fd_min, fd_mass
-8.424903681752973217e-01,5.834750698188018170e-01,1.368811181786054654e+00
-8.926093767400817836e-01,4.963900570733141282e-01,1.502623798964471069e+00
-8.255482101406934614e-01,6.107561881436789353e-01,1.322338611216086202e+00
-9.248339856661963454e-01,4.352025061378324011e-01,1.577517997508381287e+00
-9.280029606219475369e-01,4.446977132319041015e-01,1.566508051329325246e+00
-7.466422457941056523e-01,7.940950357579982244e-01,1.018943531356052201e+00
-7.287522856411141614e-01,9.081752190936154268e-01,8.406084183888747896e-01
-8.182892888111246155e-01,6.228334228541295703e-01,1.301492973212249771e+00
-4.323769745442531121e-01,1.566050574479123991e+00,2.529293123412142130e-02
-7.995001486051448447e-01,6.921339495876703829e-01,1.184054564329362735e+00
-7.603424656256189129e-01,7.734395568192049542e-01,1.051838541969566609e+00
-7.749438512080308872e-01,7.355871263099905688e-01,1.112802449279529871e+00
-9.296221042862016226e-01,4.311409096687326414e-01,1.581856936372098232e+00
-8.695059783526219999e-01,5.475127045143189930e-01,1.427427901411092215e+00
-8.095611065267046547e-01,6.433205501102546853e-01,1.266248720701556918e+00
-9.470872345796842451e-01,3.753574378432598113e-01,1.639051806215753970e+00
-8.730896242111140237e-01,5.355367340694926481e-01,1.446355564476851319e+00
-8.124777360990751429e-01,6.380993786239648191e-01,1.275242183967520315e+00
-7.268950154990997392e-01,9.204415713503849572e-01,8.216300324962501067e-01
-8.688095878658862459e-01,5.414745206515048093e-01,1.436997878229735237e+00
-7.973352863310055882e-01,6.710944176543396367e-01,1.219207874046816409e+00
-8.615141751092231237e-01,5.557806535831339989e-01,1.414451696306605388e+00
-8.083441567186381294e-01,6.514150899140163098e-01,1.252508390979840014e+00
-9.453342086163607494e-01,3.816175027036330381e-01,1.633218765867419986e+00
-4.875098144902983988e-01,1.451359806128245111e+00,1.235865514821053585e-01
-7.015646894795171118e-01,9.858415907967801317e-01,7.208781347138365492e-01
-9.258143867826557072e-01,4.202805060013907745e-01,1.594667357106859695e+00
-5.562123815168777963e-01,1.282842365267143014e+00,3.065678010383289798e-01
-8.921362505063653581e-01,5.076860733354713329e-01,1.486930217984108848e+00
-8.440058314545615392e-01,5.878953405485919381e-01,1.361406080531250673e+00
-7.427902924463194445e-01,8.068634930254015014e-01,9.987267784568749640e-01
-9.414238945128963199e-01,4.107646355636778157e-01,1.605097454661578160e+00
-7.534324570627087825e-01,8.645645868591349537e-01,9.082423653004411124e-01
-8.914469526468137284e-01,5.020066567875189900e-01,1.494964800346160194e+00
-8.688095878658862459e-01,5.414745206515048093e-01,1.436997878229735237e+00
-7.893803615513159677e-01,7.115148776574625744e-01,1.152161149165651821e+00
-8.820097457199156388e-01,5.157113220093721973e-01,1.475922426626156359e+00
-7.724706069459189584e-01,7.427432031953624669e-01,1.101137687728158454e+00
-8.680360672716889159e-01,5.516685088962496319e-01,1.420926883822170694e+00
-8.585126348053379042e-01,5.662954661637388254e-01,1.397385131605623387e+00
-8.803380760090293577e-01,5.117209049177655622e-01,1.481437379871199056e+00
-9.190222692235389124e-01,4.541927925682989198e-01,1.555257696682663004e+00
-8.314588510805855925e-01,5.946058044232470641e-01,1.350004151986644363e+00
-6.841203814424454688e-01,1.023054825471323870e+00,6.635923056883386018e-01
-6.029965048462092581e-01,1.179826973639354293e+00,4.450440088111453085e-01
-8.855576207209209239e-01,5.215237075834341374e-01,1.467240318000695209e+00
-7.288259151461915497e-01,8.251224208702543361e-01,9.698229585482806003e-01
-9.275011816808589327e-01,4.216271187769525808e-01,1.592547071091659383e+00
-3.803669573474414145e-01,1.642025642113096540e+00,4.587156715905173096e-16
-8.914469526468137284e-01,5.020066567875189900e-01,1.494964800346160194e+00
-7.534324570627087825e-01,8.645645868591349537e-01,9.082423653004411124e-01
-9.597088942560196845e-01,3.414515957197254425e-01,1.667265779761594180e+00
-7.495485048887837731e-01,8.805055207204391943e-01,8.835082519607290186e-01
-7.187626895725804932e-01,9.324301345164315302e-01,8.028989173395365553e-01
-4.530175186095097284e-01,1.485971899151428355e+00,9.225252714844955904e-02
-6.683873755500233660e-01,1.046365438196013908e+00,6.285800392377401957e-01
-7.288480884431449702e-01,8.394987597841611082e-01,9.473866424528192276e-01
-1.240689710118717676e-01,1.847445819097373709e+00,-2.420578883768099905e-16
-9.069372283020959991e-01,4.771935682646396004e-01,1.527277379504465404e+00
-9.489196567665422188e-01,3.522931170500549491e-01,1.658031723048953854e+00
-5.205423625797619414e-01,1.327483867169874321e+00,2.489606576949940087e-01
-5.950678711200902971e-01,1.217214742365491320e+00,3.955979576288697896e-01
-8.132859727582061327e-01,6.303617276090103250e-01,1.288491762128026963e+00
-7.888334603533778688e-01,7.181851956254883262e-01,1.141169114590616207e+00
-5.193510239264312878e-01,1.359481883121764545e+00,2.122686183679406424e-01
-9.142357873768661713e-01,4.636959602702460659e-01,1.543756199896328951e+00
-8.424903681752973217e-01,5.901265008777180077e-01,1.357624995209912644e+00
-8.311453601282583481e-01,6.060776794870730289e-01,1.330397060270640530e+00
-9.358664955972658683e-01,4.161886710413570389e-01,1.598856285632415997e+00
-8.744860470242851180e-01,5.314348373375988865e-01,1.452439257559403396e+00
-9.289918292585583881e-01,4.257016017181148304e-01,1.588297595141120233e+00
-6.617034611544355682e-01,1.063971537780718846e+00,6.031055454625602330e-01
-9.493756868356987288e-01,3.682145661739987252e-01,1.644826644427137330e+00
-9.192836663129074770e-01,4.596714099034981960e-01,1.548387652445996299e+00
-9.356664783576410516e-01,4.066607531844482759e-01,1.609202941558407041e+00
-8.786082771472818465e-01,5.255956097641912850e-01,1.461413946388294915e+00
-2.989448513517399264e-01,1.720163065192247043e+00,1.013063432836724931e-17
-8.517046761108044706e-01,5.726361982727360411e-01,1.386882656493138022e+00
-7.821346579071591920e-01,7.249678398371045551e-01,1.130029687818937756e+00
-7.114461192118286537e-01,9.647662868595098251e-01,7.530383989740179196e-01
-6.958932548533809381e-01,1.007796559894667876e+00,6.871472218458838377e-01
-9.429375972084302893e-01,3.856785692029417456e-01,1.629293060328447673e+00
-9.021938819863050130e-01,4.827694577870770276e-01,1.519953100025497550e+00
-7.449745854601280692e-01,8.914653723221886983e-01,8.664514885971534852e-01
-7.124818027614797655e-01,9.517826740585467737e-01,7.733038766807480702e-01
-5.855590544511485307e-01,1.253769264058445687e+00,3.471959177359761894e-01
-8.011773898847300845e-01,6.568824693576680307e-01,1.243175548579364298e+00
-9.192836663129074770e-01,4.582308878128110163e-01,1.550698082987892468e+00
-6.165776205791825282e-01,1.159958258485339844e+00,4.714901943443961518e-01
-6.369001830135546660e-01,1.109296769084675560e+00,5.397650500904912496e-01
-7.656099245794643071e-01,7.539733995383184340e-01,1.083071550121688764e+00
