fd_box, fd_min, fd_mass
-9.715741097380882207e-01,2.963758745762463676e-01,1.706721980758769019e+00
-8.577309093201712642e-01,5.318729823658391309e-01,1.443855685818654422e+00
-6.357861219384816076e-01,1.103644081362712859e+00,5.497535746996763395e-01
-7.418577101016445852e-01,7.755995345945716490e-01,1.042571803741361602e+00
-7.937450827489116456e-01,6.376230233067839981e-01,1.264668456348819081e+00
-7.994090592661287076e-01,6.432166112410847569e-01,1.255357312267188830e+00
-1.240689710118717676e-01,1.820567529471839086e+00,-3.343629806015300984e-17
-7.838962332096068852e-01,6.980443505073138377e-01,1.165430876973449381e+00
-9.266340085873431276e-01,4.095852673949345046e-01,1.603165887837984416e+00
-9.808650570208252706e-01,2.748471772535950319e-01,1.724386932614086598e+00
-9.311605621360381502e-01,4.002574924884467200e-01,1.613524544795585491e+00
-8.013559208124630961e-01,6.228863683204975965e-01,1.289416781456237837e+00
-9.294588328245880771e-01,4.043303977423726714e-01,1.609121469726462195e+00
-9.105148672578685654e-01,4.461828586225112248e-01,1.559787358734970875e+00
-6.200522378077468755e-01,1.132441335785688841e+00,5.125117401990909594e-01
-7.135021296256501833e-01,9.272190953447504436e-01,8.102381091865457075e-01
-8.854965122987165094e-01,4.754392865877234975e-01,1.522474773244631541e+00
-8.083810155314210544e-01,6.173443255120123485e-01,1.298891319770324904e+00
-9.513835308325540030e-01,3.260093707055461421e-01,1.681464584074991109e+00
-7.585456750917104474e-01,7.538243594119996560e-01,1.076551737954128729e+00
-7.495485048887837731e-01,8.421661243049626266e-01,9.398489235305871325e-01
-8.556021978364303227e-01,5.438252687609282932e-01,1.424809337556882438e+00
-8.071171268597111537e-01,6.115981475987620763e-01,1.308663238031938514e+00
-7.328341994525119363e-01,8.991262601485885408e-01,8.531693216911788724e-01
-9.311939015612396009e-01,3.815580057012493143e-01,1.633533959137794422e+00
-8.248596813021825680e-01,5.795496407475384526e-01,1.363947033784522755e+00
-7.197779652311304677e-01,9.163694123254826351e-01,8.271723467567507759e-01
-8.694734761346873952e-01,5.140680182295893630e-01,1.470031511199730412e+00
-5.778752276708137847e-01,1.259553349575780468e+00,3.471959177359761894e-01
-9.228875935202452974e-01,4.221268526442147340e-01,1.588628674840273591e+00
-8.841200511209161839e-01,4.951022895558062076e-01,1.496136461956750541e+00
-9.800242164810717416e-01,2.645089395509345187e-01,1.733370490063105507e+00
-9.774500333896807280e-01,2.857291866549283021e-01,1.716035617495178078e+00
-6.979705104266996640e-01,9.819050515530954870e-01,7.280568381622194440e-01
-5.317235829357107590e-01,1.361329472124147566e+00,2.147005332357772855e-01
-7.540374558597557897e-01,7.627643610142199604e-01,1.062443635090718930e+00
-7.830192096540042890e-01,7.050734628442044682e-01,1.154075019854411854e+00
-8.695139815565017249e-01,5.231106212205762773e-01,1.457071036832214173e+00
-9.237098728447452611e-01,4.196657251158935065e-01,1.591523974404519537e+00
-5.962065528250202195e-01,1.183110049404616060e+00,4.471775540440374730e-01
-9.006709680516125083e-01,4.655644026624877196e-01,1.535323190501847623e+00
-9.061543903903318542e-01,4.603066891208819622e-01,1.542096821987838373e+00
-9.013190875769786503e-01,4.707661602543068979e-01,1.528533812595240127e+00
-8.464189606877603467e-01,5.538167234000461736e-01,1.408259652284525432e+00
-6.948523139369691126e-01,9.666206220590116693e-01,7.512880818436628028e-01
-7.376467034206520834e-01,8.718756273687273683e-01,8.944701353877693162e-01
-8.036518812660314870e-01,6.315224379007274846e-01,1.274919691892550944e+00
-9.604760651855477338e-01,3.159691428846868044e-01,1.689864140539219850e+00
-9.093525035147128621e-01,4.567395895264192429e-01,1.546394369108734734e+00
-8.279081715331934044e-01,5.859181918196925132e-01,1.352864136568412201e+00
-5.673528042966150542e-01,1.277863539662492220e+00,3.225633999622739556e-01
-9.534102603923140240e-01,3.317043470598582955e-01,1.676400021945040120e+00
