fd_box, fd_min, fd_mass
-8.312800735644432226e-01,6.996237977891034410e-01,1.189640404151777631e+00
-8.928764053066950979e-01,5.435323093292375729e-01,1.432433318351608476e+00
-9.274186751254899219e-01,4.762915233523442038e-01,1.518943421927634763e+00
-9.236740013063797772e-01,4.824914535424382200e-01,1.511467297482269601e+00
-7.000432016750863795e-01,9.785142160456010707e-01,7.304778567412468782e-01
-9.379924357500027954e-01,4.522780088734416615e-01,1.546362248806371742e+00
-7.115047230727175043e-01,9.117590824254987458e-01,8.378017064884080156e-01
-8.422372993834540411e-01,6.728089671649419845e-01,1.234765061731171398e+00
-9.221234748340715326e-01,4.910548167026420052e-01,1.501099614129574933e+00
-8.632685714113451647e-01,6.301385260145736522e-01,1.304160733727383725e+00
-9.301664417411440455e-01,4.719721751277604627e-01,1.524052831847479084e+00
-8.362963495662931734e-01,6.774260253637319762e-01,1.227103044008026833e+00
-7.969308260995942028e-01,7.393797625769171766e-01,1.121933244461093437e+00
-7.676242859885562542e-01,8.132581513226372349e-01,9.983323299984734334e-01
-9.227634944947660234e-01,4.872571698690805198e-01,1.505462929846222098e+00
-8.243091850698694989e-01,7.105421851090455432e-01,1.171003159647131531e+00
-7.803043349598293155e-01,7.917284746148662844e-01,1.034075308267134563e+00
-8.917393415260574940e-01,5.510036725628892906e-01,1.422306698240506817e+00
-8.751321259527196084e-01,5.897368844703629875e-01,1.366510769833754191e+00
-7.269173701832821743e-01,8.915545126824350186e-01,8.705064514237285112e-01
-7.005075417250610226e-01,1.002203259869976382e+00,6.938764079582254718e-01
-7.079511305082324402e-01,9.412180818798993043e-01,7.903948662371220735e-01
-8.002886114114057259e-01,7.569632353671251757e-01,1.092236569441646710e+00
-8.716369111446770068e-01,6.195862157973731632e-01,1.320969556351203167e+00
-6.234688438483304562e-01,1.162093860313385463e+00,4.608156314432222955e-01
-9.013492732436767518e-01,5.297668304514582260e-01,1.451257155785577124e+00
-7.486202780539780166e-01,8.550191578313481866e-01,9.297914573845215136e-01
-9.085152531324108827e-01,5.150665321772871508e-01,1.470380739611441001e+00
